"ICAO","IATA","BASE_PRICE","USG_FROM","USG_TO","INTO PLANE FEE","SUPPLIER","EXCISE TAX","VAT","MOT_GAL","AIRPORT FEES","FLIGHT TYPE","TOTAL PRICE USD","EFFECTIVE DATE","EXPIRATION DATE","DISC","NOTES1"
"CYQM","YQM","7.862","1","26416","","Menzies - Yqm","","","","","ALL","7.862","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. MTOW < 42KGS AND ALL PART 91 AIRCRAFT. $50 MINIMUM ITP FEE. $150 AFTER HOURS FEE. . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYQM","YQM","6.3869","1","1585","","Shell Aerocenter","","","","","ALL","6.3869","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. GA (NARROW BODY) AIRCRAFT ONLY.45 CAD HOOKUP FEE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYQM","YQM","6.1537","1585","26416","","Shell Aerocenter","","","","","ALL","6.1537","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. GA (NARROW BODY) AIRCRAFT ONLY.45 CAD HOOKUP FEE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYQQ","YQQ","7.5499","1","1585","","Comox Valley Airport","","","","","ALL","7.5499","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE..100 CAD NO FUEL FEE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYQQ","YQQ","7.337","1585","26416","","Comox Valley Airport","","","","","ALL","7.337","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE..100 CAD NO FUEL FEE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYQR","YQR","5.9112","1","99999","","Kreos Aviation","","","","","ALL","5.9112","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. CALL OUT FEE OF $300 MIGHT APPLY. HOURS OF APERATION: SUN-MON 0600-2200. CAN FUEL AT BRANDT AVIATION. FSII $0.03/USG . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYQT","YQT","6.1529","1","99999","","Shell Aerocentre - Jet","","","","","ALL","6.1529","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  Jet A-1. Call Out Charge 150 CAD. NFF 100 USD."
"CYQT","YQT","6.2163","1","99999","","Shell Aerocentre - Jet W Additive","","","","","ALL","6.2163","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  Jet w/Add. Call Out Charge 150 CAD. NFF 100 USD."
"CYQX","YQX","6.5212","1","528","","Gander Aviation - Corp","","","","","ALL","6.5212","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ."
"CYQX","YQX","6.4889","528","1585","","Gander Aviation - Corp","","","","","ALL","6.4889","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ."
"CYQX","YQX","6.4566","1585","264171","","Gander Aviation - Corp","","","","","ALL","6.4566","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ."
"CYQX","YQX","7.0274","1","26416","","Irving Aviation","","","","","ALL","7.0274","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. MTOW < 48KGS AND ALL PART 91 AIRCRAFT. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR HIGHER AIRPORT FEE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYQX","YQX","6.6717","1","264","","Woodward Aviation","","","","","ALL","6.6717","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED.LESS THAN DC-9 . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYQX","YQX","6.6074","265","528","","Woodward Aviation","","","","","ALL","6.6074","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED.LESS THAN DC-9 . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYQX","YQX","6.5431","529","1320","","Woodward Aviation","","","","","ALL","6.5431","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED.LESS THAN DC-9 . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYQX","YQX","6.511","1321","3170","","Woodward Aviation","","","","","ALL","6.511","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED.LESS THAN DC-9 . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYQX","YQX","6.4467","3171","999999","","Woodward Aviation","","","","","ALL","6.4467","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. MILITARY AIRCRAFT INCUR .10 CAD/LTR AIRPORT FEE.ADDITIVE NOT INCLUDED.LESS THAN DC-9 . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYQY","YQY","8.6252","1","99999","","Menzies - Yqy","","","","","ALL","8.6252","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. MTOW < 42KGS AND ALL PART 91 AIRCRAFT. $50 HOOKUP FEE. $150 AFTER HOURS FEE WHEN APPLICABLE. $50 MINIMUM ITP FEE FOR < 167 LTRS. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYRQ","YRQ","6.643","1","99999","","Aeroport Trois-Rivieres","","","","","ALL","6.643","3/4/2026","3/11/2026","","Valid: 3/4/2026 - 3/11/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. PRICE IS SUBJECT TO CHANGE AT ANY TIME. LANDING AND PARKING FEES ARE PASSED THROUGH AS INCCURED. OUTSIDE OPENING HOURS MAY APPLY. PRICING NOT AVAILABLE ON CJET RAMP. All fees associated with services provided for flights destined for the FBO will be invoiced directly to the FBO and not to the airline. The FBO will be responsible for invoicing its clients according to its own terms and conditions. . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYRQ","YRQ","6.2365","1","999999","","Cjet Aviation Inc","","","","","ALL","6.2365","3/4/2026","3/11/2026","","Valid: 3/4/2026 - 3/11/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. TRANSACTION FEES 3%. All fees associated with services provided for flights destined for the FBO will be invoiced directly to the FBO and not to the airline. The FBO will be responsible for invoicing its clients according to its own terms and conditions. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYSB","YSB","7.6107","1","99999","","Executive Aviation - Ysb","","","","","ALL","7.6107","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ADDITIVE NOT INCLUDED . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYSB","YSB","6.735","1","1585","","Northern Aviation","","","","","ALL","6.735","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE..100 NO FUEL FEE . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYSB","YSB","6.5058","1585","26416","","Northern Aviation","","","","","ALL","6.5058","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE..100 NO FUEL FEE . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYSN","YCM","6.1592","1","99999","","Allied Aviation Services Of Niagara Ulc","","","","","ALL","6.1592","3/3/2026","3/10/2026","","Valid: 3/3/2026 - 3/10/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  "
"CYTH","YTH","6.1178","1","1585","","Thompson Airport","","","","","ALL","6.1178","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE..100 NO FURL FEE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYTH","YTH","5.9048","1585","26416","","Thompson Airport","","","","","ALL","5.9048","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE..100 NO FURL FEE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYTS","YTS","6.9878","1","99999","","Air Creebec Inc","","","","","ALL","6.9878","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. PRICING CHANGES DAILY. ADDITIVE NOT INCLUDED.LESS THAN DC-9 . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYTZ","YTZ","7.3129","1","99999","","Porter Fbo Limited","","","","","ALL","7.3129","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ADDITIVE NOT INCLUDED. NO JETS PERMITTED PER CITY ORDINANCE EXCEPT MEDEVAC FLIGHTS..LESS THAN DC-9 . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYUL","YUL","5.6967","1","99999","","SHELL AEROCENTRE - Jet","","","","","ALL","5.6967","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  Jet A-1. Hook up fee 35 USD. No Fuel Required Fee 100 USD."
"CYUL","YUL","5.7612","1","99999","","SHELL AEROCENTRE - Jet w Additive","","","","","ALL","5.7612","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  Jet w/Add. Hook up fee 35 USD. No Fuel Required Fee 100 USD."
"CYUL","YUL","6.2576","1","99999","","Sky Service Fbo","","","","","ALL","6.2576","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  "
"CYVB","YVB","8.0102","1","999999","","Bonaventure (Cyvb)","","","","","ALL","8.0102","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYVC","YVC","5.9814","1","1585","","Nor-Sask Aviation","","","","","ALL","5.9814","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYVC","YVC","5.7684","1585","26416","","Nor-Sask Aviation","","","","","ALL","5.7684","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYVR","YVR","6.6331","1","999999","","Million Air","","","","","ALL","6.6331","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYVR","YVR","5.4158","1","99999","","Signature Flight Support - Jet","","","","","ALL","5.4158","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  Jet A-1. No Fuel Required Fee 100 USD. Valid for military."
"CYVR","YVR","5.4747","1","99999","","Signature Flight Support - Jet W Additive","","","","","ALL","5.4747","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  Jet w/Add. No Fuel Required Fee 100 USD."
"CYVR","YVR","6.1811","1","99999","","Sky Service Fbo","","","","","ALL","6.1811","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  "
"CYWG","YWG","6.1353","1","793","","Avflight Winnipeg","","","","","ALL","6.1353","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYWG","YWG","6.0763","794","1057","","Avflight Winnipeg","","","","","ALL","6.0763","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYWG","YWG","6.0172","1058","1321","","Avflight Winnipeg","","","","","ALL","6.0172","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYWG","YWG","5.8402","1322","99999","","Avflight Winnipeg","","","","","ALL","5.8402","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. PRICING MAY VARY SLIGHTLY DUE TO EXCHANGE RATE FLUCTUATION. . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYWG","YWG","5.3559","1","99999","","EXCHANGE PETROLEUM - SHELL AEROCENTER - Jet","","","","","ALL","5.3559","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  Jet A-1. No Fuel Required Fee 100 USD."
"CYWG","YWG","5.415","1","99999","","EXCHANGE PETROLEUM - SHELL AEROCENTER - Jet w Additive","","","","","ALL","5.415","3/10/2026","3/16/2026","D","Valid: 3/10/2026 - 3/16/2026 Subject to change based on exchange rate fluctuations.  Jet w/Add. No Fuel Required Fee 100 USD."
"CYWG","YWG","5.4938","1","1320","","Fastair Jet Centre","","","","","ALL","5.4938","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  "
"CYWG","YWG","5.3157","1321","99999","","Fastair Jet Centre","","","","","ALL","5.3157","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  "
"CYWK","YWK","7.2926","1","99999","","Pal Aero Services Ltd.","","","","","ALL","7.2926","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. $300CALLOUT FEE WHEN APPLICABLE. ADDT'L NF TAX OF .025 CDN/LTR APPLICABLE TO ALL FLIGHTS WITHIN NORTH AMERICA. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYXC","YXC","7.1773","1","99999","","Norman G Dankin Enterprises","","","","","ALL","7.1773","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Call out fee may apply."
"CYXE","YXE","5.6139","1","1585","","Kreos Aviation","","","","","ALL","5.6139","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ADDITIVE NOT INCLUDED. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYXE","YXE","5.401","1585","26416","","Kreos Aviation","","","","","ALL","5.401","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. ADDITIVE NOT INCLUDED. 45 CAD HOOKUP FEE. 225 CAD CALLOUT FEE. 100 CAD NO FUEL FEE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"CYXE","YXE","5.8317","1","1056","","Lockhart Aviation Inc","","","","","ALL","5.8317","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Call-Out Fee applies to services provided outside of regular operating hours."
"CYXE","YXE","5.6834","1057","6604","","Lockhart Aviation Inc","","","","","ALL","5.6834","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Call-Out Fee applies to services provided outside of regular operating hours."
"CYXE","YXE","5.5646","6605","99999","","Lockhart Aviation Inc","","","","","ALL","5.5646","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Call-Out Fee applies to services provided outside of regular operating hours."
"CYXJ","YXJ","6.1322","1","26416","","Executive Flight Centre","","","","","ALL","6.1322","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. 55 CAD HOOKUP FEE . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYXS","YXS","5.4962","1","99999","","Jetmark","","","","","ALL","5.4962","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Also valid at Bid Air."
"CYXT","YXT","6.4241","1","26416","","Executive Flight Centre","","","","","ALL","6.4241","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. 55 CAD HOOKUP FEE . Local supplier charges 12% Admin fee on all non-fuel related items."
"CYXU","YXU","6.3268","1","99999","","Executive Aviation Fuels Ltd","","","","","ALL","6.3268","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026 Subject to change based on exchange rate fluctuations. Subject to change without prior notification.  Minimum fee applies at this location. Call-Out Fee applies to services provided outside of regular operating hours."
