AIRPORT CODE,FBO,CITY,STATE,PHONE NUMBER,AVGAS QUANTITY,AVGAS PRICE PER UNIT,JET A WITH ADD QUANTITY,JET A WITH ADD PRICE PER UNIT,JET A QUANTITY,JET A PRICE PER UNIT,CN JET A QUANTITY,CN JET A PRICE PER UNIT,CN JET A WITH ADD QUANTITY,CN JET A WITH ADD PRICE PER UNIT,SAF QUANTITY,SAF PRICE PER UNIT,SAF WITH ADD QUANTITY,SAF WITH ADD PRICE PER UNIT,ICAO
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 301 - 400,$7.66 , 301 - 400,$7.51 ,,,,,,,,,KHRF
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 401 - 500,$7.61 , 401 - 500,$7.46 ,,,,,,,,,KHRF
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 501 - 700,$7.51 , 501 - 700,$7.36 ,,,,,,,,,KHRF
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 701 - 800,$7.16 , 701 - 800,$7.01 ,,,,,,,,,KHRF
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,, 801 - 1000,$6.91 , 801 - 1000,$6.76 ,,,,,,,,,KHRF
HRF,Ascension FBO Network - KHRF,Hamilton,MT,307-587-9262,,,1001+,$6.66 ,1001+,$6.51 ,,,,,,,,,KHRF
HRJ,Harnett Regional Jetport,Erwin,NC,910-814-2740,,,All Quantities,$6.01 ,All Quantities,$6.01 ,1+,$0.00 ,,,1+,$0.00 ,,,KHRJ
HRO,Fly Arkansas Harrison,Harrison,AR,870-404-0709,,, 1 - 149,$6.54 , 1 - 149,$6.54 ,,,,,,,,,KHRO
HRO,Fly Arkansas Harrison,Harrison,AR,870-404-0709,,, 150 - 499,$6.28 , 150 - 499,$6.28 ,,,,,,,,,KHRO
HRO,Fly Arkansas Harrison,Harrison,AR,870-404-0709,,, 500 - 999,$6.01 , 500 - 999,$6.01 ,,,,,,,,,KHRO
HRO,Fly Arkansas Harrison,Harrison,AR,870-404-0709,,,1000+,$5.73 ,1000+,$5.73 ,,,,,,,,,KHRO
HUM,Apex Jet Center,Houma,LA,985-851-5737,,, 0 - 200,$6.43 , 0 - 200,$6.38 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KHUM
HUM,Apex Jet Center,Houma,LA,985-851-5737,,, 201 - 500,$6.37 , 201 - 500,$6.32 ,,,,,,,,,KHUM
HUM,Apex Jet Center,Houma,LA,985-851-5737,,, 501 - 1000,$6.32 , 501 - 1000,$6.26 ,,,,,,,,,KHUM
HUM,Apex Jet Center,Houma,LA,985-851-5737,,,1001+,$6.26 ,1001+,$6.21 ,,,,,,,,,KHUM
HVN,Robinson Aviation,New Bern,NC,252-633-0066,,, 0 - 349,$7.32 , 0 - 349,$7.22 ,,,,,,,,,KHVN
HVN,Robinson Aviation,New Bern,NC,252-633-0066,,, 350 - 999,$7.13 , 350 - 999,$7.03 ,,,,,,,,,KHVN
HVN,Robinson Aviation,New Bern,NC,252-633-0066,,,1000+,$7.03 ,1000+,$6.93 ,,,,,,,,,KHVN
HVS,Riseaero LLC,Hartsville,SC,843-383-1088,,,All Quantities,$6.24 ,All Quantities,$6.24 ,1+,$0.00 ,,,1+,$0.00 ,,,KHVS
HWD,APP Jet Center KHWD,Hayward,CA,510-670-2864,,,All Quantities,$6.18 ,All Quantities,$6.08 ,,,,,,,,,KHWD
HWV,Northeast Aviation Fuel LLC,Shirley,NY,631-981-5200,,, 1 - 100,$7.56 , 1 - 100,$7.56 ,,,,,,,,,KHWV
HWV,Northeast Aviation Fuel LLC,Shirley,NY,631-981-5200,,, 101 - 250,$7.31 , 101 - 250,$7.31 ,,,,,,,,,KHWV
HWV,Northeast Aviation Fuel LLC,Shirley,NY,631-981-5200,,,251+,$7.11 ,251+,$7.11 ,,,,,,,,,KHWV
HYI,Berry Aviation Inc,San Marcos,TX,512-353-2379,,, 1 - 500,$5.67 , 1 - 500,$5.67 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KHYI
HYI,Berry Aviation Inc,San Marcos,TX,512-353-2379,,, 501 - 1000,$5.58 , 501 - 1000,$5.58 ,,,,,,,,,KHYI
HYI,Berry Aviation Inc,San Marcos,TX,512-353-2379,,, 1001 - 1500,$5.48 , 1001 - 1500,$5.48 ,,,,,,,,,KHYI
HYI,Berry Aviation Inc,San Marcos,TX,512-353-2379,,, 1501 - 2000,$5.38 , 1501 - 2000,$5.38 ,,,,,,,,,KHYI
HYI,Berry Aviation Inc,San Marcos,TX,512-353-2379,,,2001+,$4.93 ,2001+,$4.93 ,,,,,,,,,KHYI
HYR,Hayward Aviation LLC,Hayward,WI,715-634-4624,,, 1 - 499,$6.97 , 1 - 499,$6.97 ,1+,$0.00 ,,,1+,$0.00 ,,,KHYR
HYR,Hayward Aviation LLC,Hayward,WI,715-634-4624,,,500+,$6.89 ,500+,$6.89 ,,,,,,,,,KHYR
I68,Elevate Jet Center,Lebanon,OH,937-293-7966,,,All Quantities,$4.90 ,All Quantities,$4.90 ,,,,,,,,,KI68
I69,Eastern Cincinnati Aviation Sportys,Batavia,OH,513-735-9100,,,1+,$5.43 ,1+,$5.43 ,1+,$0.00 ,,,1+,$0.00 ,,,KI69
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 0 - 300,$7.81 , 0 - 300,$7.81 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 301 - 600,$7.58 , 301 - 600,$7.58 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 601 - 900,$7.35 , 601 - 900,$7.35 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 901 - 1200,$7.11 , 901 - 1200,$7.11 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 1201 - 1500,$6.86 , 1201 - 1500,$6.86 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 1501 - 2500,$6.62 , 1501 - 2500,$6.62 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 2501 - 5000,$5.95 , 2501 - 5000,$5.95 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,, 5001 - 7500,$5.27 , 5001 - 7500,$5.27 ,,,,,,,,,KIAD
IAD,Atlantic IAD (excludes 17%conc fee),Dulles,VA,945-348-3090,,,7501+,$4.60 ,7501+,$4.60 ,,,,,,,,,KIAD
IAG,CALSPAN Contract Fuel,Niagara Falls,NY,716-298-9307,,, 1 - 199,$7.73 , 1 - 199,$7.68 ,,,,,,,,,KIAG
IAG,CALSPAN Contract Fuel,Niagara Falls,NY,716-298-9307,,, 200 - 500,$7.29 , 200 - 500,$7.24 ,,,,,,,,,KIAG
IAG,CALSPAN Contract Fuel,Niagara Falls,NY,716-298-9307,,, 501 - 999,$6.98 , 501 - 999,$6.93 ,,,,,,,,,KIAG
IAG,CALSPAN Contract Fuel,Niagara Falls,NY,716-298-9307,,,1000+,$6.41 ,1000+,$6.35 ,,,,,,,,,KIAG
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 0 - 200,$7.43 , 0 - 200,$7.21 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 201 - 400,$7.24 , 201 - 400,$7.02 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 401 - 600,$7.05 , 401 - 600,$6.83 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 601 - 800,$6.85 , 601 - 800,$6.63 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 801 - 1000,$6.65 , 801 - 1000,$6.43 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 1001 - 2500,$6.45 , 1001 - 2500,$6.23 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 2501 - 5000,$5.73 , 2501 - 5000,$5.51 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,, 5001 - 7500,$5.02 , 5001 - 7500,$4.80 ,,,,,,,,,KIAH
IAH,Atlantic IAH,Houston,TX,945-348-3090,,,7501+,$4.30 ,7501+,$4.08 ,,,,,,,,,KIAH
IFP,Laughlin Bullhead International Air,Bullhead City,AZ,928-754-3020,,, 1 - 300,$7.32 , 1 - 300,$7.22 ,,,,,,,,,KIFP
IFP,Laughlin Bullhead International Air,Bullhead City,AZ,928-754-3020,,, 301 - 1200,$7.28 , 301 - 1200,$7.18 ,,,,,,,,,KIFP
IFP,Laughlin Bullhead International Air,Bullhead City,AZ,928-754-3020,,,1201+,$6.98 ,1201+,$6.88 ,,,,,,,,,KIFP
ILG,Aero Ways Fly Advanced,New Castle,DE,302-324-9970,,, 1 - 300,$7.15 , 1 - 300,$7.10 ,,,,,,,,,KILG
ILG,Aero Ways Fly Advanced,New Castle,DE,302-324-9970,,, 301 - 1000,$6.29 , 301 - 1000,$6.24 ,,,,,,,,,KILG
ILG,Aero Ways Fly Advanced,New Castle,DE,302-324-9970,,, 1001 - 2500,$6.12 , 1001 - 2500,$6.07 ,,,,,,,,,KILG
ILG,Aero Ways Fly Advanced,New Castle,DE,302-324-9970,,,2501+,$5.82 ,2501+,$5.77 ,,,,,,,,,KILG
ILM,Modern Aviation ILM,Wilmington,NC,910-202-3203,,,1+,$6.00 ,1+,$5.84 ,1+,$0.15 ,,,1+,$0.15 ,,,KILM
IMS,Madison Regional Airport,Madison,IN,812-273-1914,,, 1 - 999,$4.86 , 1 - 999,$4.86 ,1+,$0.00 ,,,1+,$0.00 ,,,KIMS
IMS,Madison Regional Airport,Madison,IN,812-273-1914,,,1000+,$4.63 ,1000+,$4.63 ,,,,,,,,,KIMS
INF,Right Rudder Aviation,Inverness,FL,407-734-1442,,,1+,$6.46 ,1+,$6.46 ,,,,,,,,,KINF
IOB,Kentucky Airmotive,Mount Sterling,KY,859-498-1000,,,All Quantities,$6.50 ,All Quantities,$6.50 ,All Quantities,$0.15 ,,,All Quantities,$0.15 ,,,KIOB
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,, 1 - 99,$6.33 , 1 - 99,$6.33 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KIOW
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,, 100 - 249,$6.30 , 100 - 249,$6.30 ,,,,,,,,,KIOW
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,, 250 - 499,$6.25 , 250 - 499,$6.25 ,,,,,,,,,KIOW
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,, 500 - 749,$6.20 , 500 - 749,$6.20 ,,,,,,,,,KIOW
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,, 750 - 999,$6.15 , 750 - 999,$6.15 ,,,,,,,,,KIOW
IOW,Jet Air Inc IOW,Iowa City,IA,309-342-3134,,,1000+,$6.10 ,1000+,$6.10 ,,,,,,,,,KIOW
ISO,Kinston Jet Center,Kinston,NC,252-378-1313,,, 1 - 299,$6.73 , 1 - 299,$6.73 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KISO
ISO,Kinston Jet Center,Kinston,NC,252-378-1313,,, 300 - 999,$6.65 , 300 - 999,$6.65 ,,,,,,,,,KISO
ISO,Kinston Jet Center,Kinston,NC,252-378-1313,,, 1000 - 2499,$6.43 , 1000 - 2499,$6.43 ,,,,,,,,,KISO
ISO,Kinston Jet Center,Kinston,NC,252-378-1313,,,2500+,$6.22 ,2500+,$6.22 ,,,,,,,,,KISO
ISP,Modern Aviation ISP,Ronkonkoma,NY,806-318-4403,,,1+,$6.44 ,1+,$6.28 ,,,,,,,,,KISP
ITH,Taughannock Aviation Corp,Ithaca,NY,607-257-7500,,, 1 - 499,$7.79 , 1 - 499,$7.74 ,,,,,,,,,KITH
ITH,Taughannock Aviation Corp,Ithaca,NY,607-257-7500,,, 500 - 799,$7.61 , 500 - 799,$7.55 ,,,,,,,,,KITH
ITH,Taughannock Aviation Corp,Ithaca,NY,607-257-7500,,, 800 - 1199,$7.55 , 800 - 1199,$7.50 ,,,,,,,,,KITH
ITH,Taughannock Aviation Corp,Ithaca,NY,607-257-7500,,, 1200 - 1599,$7.50 , 1200 - 1599,$7.45 ,,,,,,,,,KITH
ITH,Taughannock Aviation Corp,Ithaca,NY,607-257-7500,,,1600+,$7.40 ,1600+,$7.35 ,,,,,,,,,KITH
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,, 0 - 300,$7.46 , 0 - 300,$7.30 ,,,,,,,,,PHTO
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,, 301 - 600,$7.19 , 301 - 600,$7.04 ,,,,,,,,,PHTO
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,, 601 - 900,$6.94 , 601 - 900,$6.79 ,,,,,,,,,PHTO
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,, 901 - 1200,$6.68 , 901 - 1200,$6.52 ,,,,,,,,,PHTO
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,, 1201 - 1500,$6.43 , 1201 - 1500,$6.27 ,,,,,,,,,PHTO
ITO,Atlantic ITO,Hilo,HI,945-348-3090,,,1501+,$6.17 ,1501+,$6.01 ,,,,,,,,,PHTO
IWD,Gogebic-Iron County Airport,Ironwood,MI,906-932-3121,,, 1 - 150,$6.25 , 1 - 150,$6.25 ,1+,$0.00 ,,,1+,$0.00 ,,,KIWD
IWD,Gogebic-Iron County Airport,Ironwood,MI,906-932-3121,,, 151 - 300,$6.17 , 151 - 300,$6.17 ,,,,,,,,,KIWD
IWD,Gogebic-Iron County Airport,Ironwood,MI,906-932-3121,,,301+,$6.07 ,301+,$6.07 ,,,,,,,,,KIWD
IXD,Advanced Aviation,New Century,KS,913-768-1500,,, 0 - 300,$5.38 , 0 - 300,$5.38 ,,,,,,,,,KIXD
IXD,Advanced Aviation,New Century,KS,913-768-1500,,, 301 - 500,$5.34 , 301 - 500,$5.34 ,,,,,,,,,KIXD
IXD,Advanced Aviation,New Century,KS,913-768-1500,,, 501 - 750,$5.29 , 501 - 750,$5.29 ,,,,,,,,,KIXD
IXD,Advanced Aviation,New Century,KS,913-768-1500,,, 751 - 999,$5.24 , 751 - 999,$5.24 ,,,,,,,,,KIXD
IXD,Advanced Aviation,New Century,KS,913-768-1500,,,1000+,$5.18 ,1000+,$5.18 ,,,,,,,,,KIXD
IYA,Vector Aviation,Abbeville,LA,337-893-7128,,, 1 - 300,$7.24 , 1 - 300,$7.24 ,1+,$0.00 ,,,1+,$0.00 ,,,KIYA
IYA,Vector Aviation,Abbeville,LA,337-893-7128,,, 301 - 600,$7.04 , 301 - 600,$7.04 ,,,,,,,,,KIYA
IYA,Vector Aviation,Abbeville,LA,337-893-7128,,,601+,$6.74 ,601+,$6.74 ,,,,,,,,,KIYA
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,, 0 - 100,$7.24 , 0 - 100,$7.09 ,,,,,,,,,KJAN
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,, 101 - 200,$7.14 , 101 - 200,$6.99 ,,,,,,,,,KJAN
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,, 201 - 300,$7.05 , 201 - 300,$6.90 ,,,,,,,,,KJAN
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,, 301 - 400,$6.94 , 301 - 400,$6.79 ,,,,,,,,,KJAN
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,, 401 - 500,$6.84 , 401 - 500,$6.69 ,,,,,,,,,KJAN
JAN,Atlantic JAN,Jackson,MS,945-348-3090,,,501+,$6.74 ,501+,$6.59 ,,,,,,,,,KJAN
JAS,Bravo Aviation LLC,Jasper,TX,409-381-8151,,,All Quantities,$5.77 ,All Quantities,$5.77 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KJAS
JBR,Arkansas Air Center,Jonesboro,AR,870-935-1770,,, 1 - 500,$6.58 , 1 - 500,$6.59 ,,,,,,,,,KJBR
JBR,Arkansas Air Center,Jonesboro,AR,870-935-1770,,, 501 - 1000,$6.31 , 501 - 1000,$6.31 ,,,,,,,,,KJBR
JBR,Arkansas Air Center,Jonesboro,AR,870-935-1770,,,1001+,$6.25 ,1001+,$6.26 ,,,,,,,,,KJBR
JFK,Modern Aviation JFK,Jamaica,NY,347-566-6620,,, 0 - 500,$11.05 , 0 - 500,$10.89 ,,,,,,,,,KJFK
JFK,Modern Aviation JFK,Jamaica,NY,347-566-6620,,, 501 - 1000,$11.04 , 501 - 1000,$10.88 ,,,,,,,,,KJFK
JFK,Modern Aviation JFK,Jamaica,NY,347-566-6620,,, 1001 - 2000,$10.99 , 1001 - 2000,$10.83 ,,,,,,,,,KJFK
JFK,Modern Aviation JFK,Jamaica,NY,347-566-6620,,,2001+,$10.97 ,2001+,$10.81 ,,,,,,,,,KJFK
JFX,Sanders Aviation Inc,Jasper,AL,888-384-4359,,,All Quantities,$5.60 ,All Quantities,$5.60 ,1+,$0.00 ,,,1+,$0.00 ,,,KJFX
JGG,Williamsburg-Jamestown,Williamsburg,VA,757-229-9256,,,1+,$5.41 ,1+,$5.41 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KJGG
JNX,Johnston County Airport,Smithfield,NC,919-934-0992,,,1+,$5.09 ,1+,$5.09 ,1+,$0.00 ,,,1+,$0.00 ,,,KJNX
JVW,Hinds Community College,Bolton,MS,601-857-3884,,,1+,$5.49 ,1+,$5.49 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KJVW
JVY,Honaker Aviation JVY,Sellersburg,IN,812-246-5491,,,All Quantities,$5.41 ,All Quantities,$5.41 ,1+,$0.00 ,,,1+,$0.00 ,,,KJVY
JWN,Contour Nashville,Nashville,TN,615-350-5000,,, 0 - 249,$7.66 , 0 - 249,$7.67 ,,,,,,,,,KJWN
JWN,Contour Nashville,Nashville,TN,615-350-5000,,, 250 - 499,$7.57 , 250 - 499,$7.58 ,,,,,,,,,KJWN
JWN,Contour Nashville,Nashville,TN,615-350-5000,,, 500 - 999,$7.36 , 500 - 999,$7.37 ,,,,,,,,,KJWN
JWN,Contour Nashville,Nashville,TN,615-350-5000,,,1000+,$7.10 ,1000+,$7.11 ,,,,,,,,,KJWN
JWY,Southern Star Aviation,Midlothian,TX,214-762-8286,,, 1 - 399,$6.29 , 1 - 399,$6.29 ,,,,,,,,,KJWY
JWY,Southern Star Aviation,Midlothian,TX,214-762-8286,,, 400 - 699,$6.20 , 400 - 699,$6.20 ,,,,,,,,,KJWY
JWY,Southern Star Aviation,Midlothian,TX,214-762-8286,,, 700 - 999,$6.05 , 700 - 999,$6.05 ,,,,,,,,,KJWY
JWY,Southern Star Aviation,Midlothian,TX,214-762-8286,,,1000+,$5.85 ,1000+,$5.85 ,,,,,,,,,KJWY
JYO,Kuhn Jet Center,Leesburg,VA,703-665-3000,,,1+,$6.18 ,1+,$6.18 ,1+,$0.00 ,,,1+,$0.00 ,,,KJYO
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,, 0 - 200,$8.91 , 0 - 200,$8.75 ,,,,,,,,,KJZI
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,, 201 - 400,$8.86 , 201 - 400,$8.69 ,,,,,,,,,KJZI
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,, 401 - 600,$8.77 , 401 - 600,$8.61 ,,,,,,,,,KJZI
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,, 601 - 800,$8.69 , 601 - 800,$8.53 ,,,,,,,,,KJZI
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,, 801 - 1000,$8.61 , 801 - 1000,$8.44 ,,,,,,,,,KJZI
JZI,Atlantic JZI,Johns Island,SC,945-348-3090,,,1001+,$8.53 ,1001+,$8.37 ,,,,,,,,,KJZI
KLS,Cascade Air LLC,Kelso,WA,360-232-8936,,,All Quantities,$5.25 ,All Quantities,$5.14 ,,,,,,,,,KKLS
KMEB,Southeast Regional Airport,Maxton,NC,910-844-5081,,, 0 - 199,$6.76 , 0 - 199,$6.76 ,1+,$0.00 ,,,1+,$0.00 ,,,KMEB
KMEB,Southeast Regional Airport,Maxton,NC,910-844-5081,,, 200 - 499,$6.68 , 200 - 499,$6.68 ,,,,,,,,,KMEB
KMEB,Southeast Regional Airport,Maxton,NC,910-844-5081,,, 500 - 999,$6.52 , 500 - 999,$6.52 ,,,,,,,,,KMEB
KMEB,Southeast Regional Airport,Maxton,NC,910-844-5081,,, 1000 - 1999,$6.25 , 1000 - 1999,$6.25 ,,,,,,,,,KMEB
KMEB,Southeast Regional Airport,Maxton,NC,910-844-5081,,,2000+,$6.15 ,2000+,$6.15 ,,,,,,,,,KMEB
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,, 0 - 300,$7.10 , 0 - 300,$6.95 ,,,,,,,,,KKOA
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,, 301 - 600,$6.76 , 301 - 600,$6.61 ,,,,,,,,,KKOA
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,, 601 - 900,$6.41 , 601 - 900,$6.26 ,,,,,,,,,KKOA
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,, 901 - 1200,$6.06 , 901 - 1200,$5.91 ,,,,,,,,,KKOA
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,, 1201 - 1500,$5.70 , 1201 - 1500,$5.55 ,,,,,,,,,KKOA
KOA,Atlantic KOA,Keahole-Kona ,HI,945-348-3090,,,1501+,$5.35 ,1501+,$5.20 ,,,,,,,,,KKOA
KTN,Misty Fjords Air,Ketchikan,AK,907-225-5155,,, 1 - 200,$8.79 , 1 - 200,$8.79 ,,,,,,,,,PAKT
KTN,Misty Fjords Air,Ketchikan,AK,907-225-5155,,, 201 - 400,$8.68 , 201 - 400,$8.68 ,,,,,,,,,PAKT
KTN,Misty Fjords Air,Ketchikan,AK,907-225-5155,,, 401 - 600,$8.55 , 401 - 600,$8.55 ,,,,,,,,,PAKT
KTN,Misty Fjords Air,Ketchikan,AK,907-225-5155,,, 601 - 800,$8.41 , 601 - 800,$8.41 ,,,,,,,,,PAKT
KTN,Misty Fjords Air,Ketchikan,AK,907-225-5155,,,801+,$8.28 ,801+,$8.28 ,,,,,,,,,PAKT
KVCT,Victoria Jet Center,Victoria,TX,361-578-2704,,, 0 - 250,$5.77 , 0 - 250,$5.77 ,,,,,,,,,KVCT
KVCT,Victoria Jet Center,Victoria,TX,361-578-2704,,, 251 - 500,$5.73 , 251 - 500,$5.73 ,,,,,,,,,KVCT
KVCT,Victoria Jet Center,Victoria,TX,361-578-2704,,,501+,$5.68 ,501+,$5.68 ,,,,,,,,,KVCT
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 0 - 200,$6.83 , 0 - 200,$6.68 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 201 - 400,$6.52 , 201 - 400,$6.37 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 401 - 600,$6.21 , 401 - 600,$6.06 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 601 - 800,$5.89 , 601 - 800,$5.74 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 801 - 1000,$5.57 , 801 - 1000,$5.42 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 1001 - 2500,$5.25 , 1001 - 2500,$5.10 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 2501 - 5000,$5.05 , 2501 - 5000,$4.90 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,, 5001 - 7500,$4.85 , 5001 - 7500,$4.70 ,,,,,,,,,KLAS
LAS,Atlantic LAS,Las Vegas,NV,945-348-3090,,,7501+,$4.65 ,7501+,$4.50 ,,,,,,,,,KLAS
LAS,Menzies Domestic,Las Vegas,NV,252-633-0066,,,1+,$4.83 ,1+,$4.83 ,,,,,,,,,KLAS
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 0 - 300,$9.32 , 0 - 300,$9.16 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 301 - 600,$9.06 , 301 - 600,$8.90 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 601 - 900,$8.77 , 601 - 900,$8.61 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 901 - 1200,$8.48 , 901 - 1200,$8.32 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 1201 - 1500,$8.19 , 1201 - 1500,$8.03 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 1501 - 2500,$7.91 , 1501 - 2500,$7.75 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 2501 - 5000,$7.08 , 2501 - 5000,$6.92 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,, 5001 - 7500,$6.25 , 5001 - 7500,$6.09 ,,,,,,,,,KLAX
LAX,Atlantic LAX,Los Angeles,CA,945-348-3090,,,7501+,$5.42 ,7501+,$5.26 ,,,,,,,,,KLAX
LCI,Emerson Aviation,Gilford,NH,603-293-7980,,,1+,$5.65 ,1+,$5.60 ,,,,,,,,,KLCI
LCQ,City of Lake City,Lake City,FL,386-752-1066,,,All Quantities,$5.12 ,All Quantities,$5.12 ,,,,,,,,,KLCQ
LGA,Modern Aviation LGA,Flushing,NY,718-779-4040,,, 0 - 300,$11.03 , 0 - 300,$10.87 ,,,,,,,,,KLGA
LGA,Modern Aviation LGA,Flushing,NY,718-779-4040,,, 301 - 600,$11.00 , 301 - 600,$10.84 ,,,,,,,,,KLGA
LGA,Modern Aviation LGA,Flushing,NY,718-779-4040,,, 601 - 1000,$10.95 , 601 - 1000,$10.79 ,,,,,,,,,KLGA
LGA,Modern Aviation LGA,Flushing,NY,718-779-4040,,,1001+,$10.90 ,1001+,$10.74 ,,,,,,,,,KLGA
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,, 1 - 200,$7.26 , 1 - 200,$7.09 ,,,,,,,,,KLGB
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,, 201 - 400,$7.10 , 201 - 400,$6.94 ,,,,,,,,,KLGB
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,, 401 - 600,$6.93 , 401 - 600,$6.77 ,,,,,,,,,KLGB
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,, 601 - 800,$6.75 , 601 - 800,$6.59 ,,,,,,,,,KLGB
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,, 801 - 1000,$6.58 , 801 - 1000,$6.42 ,,,,,,,,,KLGB
LGB,Atlantic LGB,Long Beach,CA,945-348-3090,,,1001+,$6.40 ,1001+,$6.24 ,,,,,,,,,KLGB
LIH,Atlantic LIH,Lihue,HI,808-246-0016,,, 0 - 300,$6.47 , 0 - 300,$6.32 ,,,,,,,,,PHLI
