IATA,ICAO,ST/CO,CITY,FUELER,UPDATED,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
MGL,EDLN,DE,Moenchengladbach,RHEINLAND AIR SERVICE GmbH (RAS),3/2/2026,Corporate,3.872406,1,99999,9.721007,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. 80 EURO SURCHARGE FOR FUELINGS BEFORE/AFTER 7AM/PM. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES, A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
PAD,EDLP,DE,BUREN,FLUGHAFEN PADERBORN/LIPPSTADT GmbH,3/1/2026,Corporate,6.947797,1,99999,12.903286,"NO SERVICE / NO SHOW FEE - 50 EURO/UPLIFT. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES, A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
NRN,EDLV,DE,DULMEN,RHEINLAND AIR SERVICE GmbH (RAS),3/1/2026,Corporate,3.751706,264,26416935,9.307485,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 50 EURO LOW UPLIFT FEE FOR < 1000 LTRS. 80 EURO AFTER HOURS FEE FOR FUELINGS FROM 2300hr-0500hr. A VALID AOC AND OPSEPCS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES, A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
DTM,EDLW,DE,DORTMUND,AIR BP,3/3/2026,Corporate,5.489567,1,99999,11.158051,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 10 EURO HOOKUP FEE. 30 EURO SMALL UPLIFT FEE FOR < 1000 LTRS OR < 60 LTRS FOR GA RAMP. 250 EURO OUT OF HOURS FEE WHEN APPLICABLE. 100 EUR NO FUEL FEE INCLUDED FOR GA RAMP WHEN APPLICABLE. A VALID AOC AND OPSEPCS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES, A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES. THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, AIRPORT AUTHORITIES, ITP OR DEPOT OPERATORS.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
AGB,EDMA,DE,AUGSBURG,AIR BP,3/2/2026,Corporate,5.658320,1,99999,11.129115,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES, A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
OBF,EDMO,DE,MUNICH,EDMO Flugbetrieb GmbH,3/1/2026,Corporate,6.777684,1,99999,12.461158,"PRICING SUBJECT TO CHANGE AT ANY TIME. FUEL TRUCK SERVICE IS 27.50EUR NET AND IS DONE ON DEFINED PARKING LOCATIONS. AN EXTRA FEE OF 50EUR ARISE FOR AN AMOUNT OF LESS THAN 200LTRS.

AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES ",Yes
RBM,EDMS,DE,STRAUBING,AIR BP,3/3/2026,Corporate,5.926466,1,99999,11.448209,AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES ,No
FDH,EDNY,DE,FRIEDRICHSHAFEN,AIR BP AGENCY - GA,3/3/2026,Corporate,5.482067,1,999999,10.919374,"GENERAL AVIATION AND MILITARY FUELINGS. 30 EUR MINIMUM UPLIFT FEE FOR < 60 LTRS. 100 EUR NO FUEL FEE MAY APPLY. THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, AIRPORT AUTHORITIES, ITP OR DEPOT OPERATORS.

AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES.
IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
BYU,EDQD,DE,Bayreuth,AIR BP,3/3/2026,Corporate,5.705264,1,999999,11.184978,IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ,No
GHF,EDQG,DE,GIEBELSTADT,FLUGPLATZ GIEBELSTADT,3/1/2026,Corporate,4.954845,1,99999,10.291979,"PRICE INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CARRIERS MUST PRESENT AIRCRAFT DOCUMENTS PRIOR TO REFUELING. PRICE IS SUBJECT TO CHANGE AT ANY TIME.

AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES
IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
ZQW,EDRZ,DE,ZWEIBRUECKEN,TRIWO AIRPORT SERVICES GMBH,3/1/2026,Corporate,6.766964,1,999999,12.448401,IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ,No
FKB,EDSB,DE,BADENBADEN,AIR BP AGENCY - GA,3/3/2026,Corporate,5.476067,1,999999,11.128457,"GENERAL AVIATION AND MILITARY FUELINGS. 10 EUR HOOKUP FEE. 30 EUR MINIMUM UPLIFT FEE FOR < 60 LTRS. 100 EUR NO FUEL FEE MAY APPLY. THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, AIRPORT AUTHORITIES, ITP OR DEPOT OPERATORS.

AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES.

IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
LHA,EDTL,DE,LAHR,Lahrer Flugbetriebs GmbH & Co. KG,3/1/2026,Corporate,5.073219,1,99999,10.432844,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES, A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
ED1,EDTY,DE,SCHWAEBISCH HALL,FLUGPLATZ SCHWAEBISCH HALL GMBH,3/1/2026,Corporate,6.027517,1,99999,11.568459,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES, A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
BWE,EDVE,DE,BRAUNSCHWEIG,AIR BP AGENCY,3/3/2026,Corporate,5.705264,1,99999,11.184978,"10 EUR HOOKUP FEE. A VALID AOC AND OPSPECS MUST BE SHOWN AT THE TIME OF FUELING TO AVOID MOT CHARGES. FOR AIRCRAFT UNDER 12 TONNES, A PERMIT FROM GERMAN CUSTOMS IS REQUIRED TO AVOID MOT CHARGES. GA RAMP INCURS 30 EUR MINIMUM UPLIFT FEE FOR < 60 LTRS, 100 EUR NO FUEL FEE WHEN APPLICABLE.IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
KSF,EDVK,DE,KASSEL,Flughafen GmbH Kassel,3/1/2026,Corporate,6.930358,1,99999,12.642840,"HOOKUP FEE 10.00 EUR. MINIMUM UPLIFT < 60 LTR 30.00 EUR. NO FUEL FEE 100.00 EUR

AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES.
IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",No
WVN,EDWI,DE,WILHELMSHAVEN,JADEWESER AIRPORT,12/31/2025,Corporate,CALL,1,999999,CALL,IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ,No
GWT,EDXW,DE,WESTERLAND,SKYTANKING / TOTAL ENERGIES AVIATION,3/3/2026,Corporate,5.182771,1,99999,10.563212,"MOT APPLIES FOR NON-COMMERCIAL FLIGHT AND FOR A/C WITH TAKE-OFF WEIGHT < 12 TO

AOC AND OPSPECS REQUIRED TO EXEMPT TAX CHARGES.
IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY ",Yes
*EI,EEEI,EE,AMARI,AMARI AB,3/1/2026,Corporate,2.797138,1,99999,3.468451,PRICE IS SUBJECT TO CHANGE AT ANY TIME.NO VAT FREE FUEL IN ESTONIA. ,No
KDL,EEKA,EE,Kardla,AS Tallinna Lennujaam,9/1/2025,Corporate,9.072140,1,999999,11.249454,"WORKING HOURS 
MON-FRI: 0330-1630 (0230-1530)
SAT: 0430-0900 (0330-0800)
SUN: 1300-1630 (1200-1530) ",No
EPU,EEPU,EE,PARNU,AS Tallinna Lennujaam,3/1/2026,Corporate,9.072140,1,99999,11.249454,"WORKING HOURS 0800-1630LT, NO EXTRA FEE FOR FUELLING DURING THESE HOURS. ",No
TLL,EETN,EE,TALLINN,Eesti Aviokutuse Teenuste AS,3/3/2026,Corporate,2.988202,1,999999,5.758253,"Hook Up Fee : 30 Euros per operation.Fee for refueling on the K Apron –180 EUR per operation. Overtime / night service fee – 250 EUR per operation. Seller’s normal working hours are stated on the Sellers website www.eafs.ee. Excise tax for private flights is 330.10 EUR per 1,000 liters of fuel. Prices and surcharges do not include VAT (if applicable).TLL Airport Concession Fee (domestic flights)– 0.64 EUR per 1,000 liters of Fuel. TLL Airport Concession Fee (international flights)– 2.88 EUR per 1,000 liters of Fuel.


For VAT & Excise exemption, this supplier requires the following: A signed and stamped completion of the attached declaration form, presentation of a valid AOC upon landing, and the flight type must be noted on fuel requests as commercial.  All documents must be provided to dispatch@aegfuels.com before aircraft the arrival of your aircraft.

Zero uplift fee – 50 EUR’ ",No
TAY,EETU,EE,TARTU,AS Tallinna Lennujaam,9/1/2025,Corporate,7.361712,1,99999,9.128523,PRICING SUBJECT TO CHANGE AT ANY TIME. NO VAT FREE FUEL IN ESTONIA. ,No
ENF,EFET,FI,ENONTEKIO,JOEN SERVICE OY,9/18/2025,Corporate,5.965748,1,99999,7.487013,"35€ service fee applicable, 72h notice required. PRICE IS SUBJECT TO CHANGE AT ANY TIME.300 EUR HOOKUP FEE. ",No
HEL,EFHK,FI,HELSINKI,SHELL AVIATION,3/3/2026,Corporate,2.796720,264,26416935,3.849995,"Hook up fee: 29 EUR per uplift. 
Small uplift fee below 1 KL: 15 EUR per uplift
No fuel fee: 45 EUR per event
Infrastructure fee 9 EUR
VAT is applicable for all resellers , for both domestic and international flights, current VAT rate is 25.5%
24h service.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
IVL,EFIV,FI,IVALO,FINNAVIA,3/3/2026,Corporate,4.310120,1,99999,5.764382,"25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE, OVERWING FEE MAY APPLY, 45 EUR CALLOUT FEE WHEN APPLICABLE.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
JOE,EFJO,FI,JOENSUU,JOEN SERVICE OY,7/18/2025,Corporate,5.727947,1,999999,7.188573,PRICING SUBJECT TO CHANGE AT ANY TIME. 150 EUR HOOKUP FEE. ,No
JYV,EFJY,FI,JYVASKYLA,FINNAVIA,3/3/2026,Corporate,4.032620,1,99999,5.416120,"25 EUR HOOKUP FEE AND 130 EUR TRUCK FEE. 160 EUR OVERTIME FEE, OVERWING FEE MAY APPLY, 45 EUR CALLOUT FEE WHEN APPLICABLE.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
KEM,EFKE,FI,KEMI,FINNAVIA,3/3/2026,Corporate,5.124120,1,99999,6.785952,"25 EUR HOOKUP FEE. OVERWING FEE MAY APPLY, 45 EUR CALLOUT AND 160 EUR OVERTIME SURCHARGE FEE WHEN APPLICABLE.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
KAJ,EFKI,FI,KAJAANI,SHELL AVIATION,3/3/2026,Corporate,5.076620,1,99999,6.726340,"25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE, OVERWING FEE MAY APPLY, 45 EUR CALLOUT FEE WHEN APPLICABLE.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
KOK,EFKK,FI,KOKKOLA,FINNAVIA,3/3/2026,Corporate,5.120480,1,99999,6.781384,"25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE, OVERWING FEE MAY APPLY, NO FUEL FEE 45 EUR/FLIGHT.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
KAO,EFKS,FI,KUUSAMO,NESTE OIL,3/3/2026,Corporate,3.924017,1,99999,4.924642,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 35 USD HOOK-UP FEE PER REFUELLING.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ,Yes
KTT,EFKT,FI,KITTILA,FINNAVIA,3/3/2026,Corporate,4.490620,1,99999,5.990910,"25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE, OVERWING FEE MAY APPLY, 45 EUR CALLOUT FEE WHEN APPLICABLE. NO FUEL FEE 45 EUR/FLIGHT. 15 EUR EXTENDED WING SERVICE.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
KUO,EFKU,FI,KUOPIO,FINNAVIA,3/3/2026,Corporate,4.712620,1,99999,6.269520,"25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE,OVERWING FEE MAY APPLY, 45 EUR CALLOUT FEE WHEN APPLICABLE. 15 EUR EXTENDED WING SERVICE.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
LPP,EFLP,FI,LAPPEENRANTA,FINNAVIA,3/3/2026,Corporate,3.910626,1,99999,5.263017,"25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE, OVERWING FEE MAY APPLY, 45 EUR CALLOUT CHARGE.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
MHQ,EFMA,FI,MARIEHAMN,FINNAVIA,3/3/2026,Corporate,5.397620,1,99999,7.129195,"25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE, 45 EUR CALLOUT FEE WHEN APPLICABLE.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
MIK,EFMI,FI,Mikkeli,MIKKELI,11/22/2024,Corporate,6.373759,1,999999,6.373759,"SUMMERTIME PRICING AT THE AIRPORT 1.4.-30.9 (TIMES ARE LOCAL TIME)
MON-THURS 07-1500, FRI 07-1400 : €250/STARTING HOUR
MON-FRI 15–0700 : €450/STARTING HOUR
SAT-SUN : 1200 €/ OPENING (+ 600 THE NEXT HOUR IF THE OPENING HOURS CONTINUE CONTINUOUSLY)
HOLIDAYS IN FINLAND : €1,800/OPENING (+ €900 FOR THE NEXT HOUR IF THE OPENING CONTINUES CONTINUOUSLY)
 
WINTER PRICING AT THE AIRPORT 1.1–31.3 AND 1.10.–31.3
MON-THURS 07-1500, FRI 07-1400 : €450/STARTING HOUR
MON-FRI 15–0700 : €900/STARTING HOUR
SAT-SUN : 1500 €/ OPENING (+ 750 THE NEXT HOUR IF THE OPENING HOURS CONTINUE CONTINUOUSLY)
LOCAL HOLIDAYS : €1,800/ OPENING (+ €900 FOR THE NEXT HOUR IF THE OPENING CONTINUES CONTINUOUSLY) ",No
OUL,EFOU,FI,OULU,FINNAVIA,3/3/2026,Corporate,3.941820,1,99999,5.302166,"25 EURO HOOKUP FEE. 45 EURO CALLOUT FEE, 160 EURO OVERTIME FEE.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
POR,EFPO,FI,PORI,FINNAVIA,3/3/2026,Corporate,4.970612,1,99999,6.593300,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE. 45 EUR CALLOUT FEE WHEN APPLICABLE.Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ,No
RVN,EFRO,FI,ROVANIEMI,FINNAVIA,3/3/2026,Corporate,4.273280,1,99999,5.931929,"25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE. 45 EUR CALLOUT FEE WHEN APPLICABLE. 

FUEL AVAILABLE FROM 

Opening hours for the airport

Wednesday:     04:00– 22:30
Thursday:    04:00– 22:30
Friday:        04:00– 22:30
Saturday:    04:00– 22:30
Sunday:        07:00– 22:30
Monday:        04:00– 22:30
Tuesday:    04:00– 22:30
Rate (€750.50/1000L) applies to Private/Non-Commercial aviation. ",No
RVN,EFRO,FI,ROVANIEMI,JOEN SERVICE OY,3/1/2026,Corporate,CALL,1,999999,CALL, ,No
SVL,EFSA,FI,SAVONLINNA,JOEN SERVICE OY,10/1/2025,Corporate,5.590447,1,99999,7.016011,35€ Service fee.150 EUR HOOKUP FEE.PRICE IS SUBJECT TO CHANGE AT ANY TIME. ,No
TMP,EFTP,FI,TAMPERE,AIRPORT AUTHORITY,3/3/2026,Corporate,7.810120,1,999999,10.037067,"GENERAL AVIATION AND MILITARY FUELINGS. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. DUTIES, FEES AND TAXES MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, AIRPORT AUTHORITIES, ITP OR DEPOT OPERATIORS. HOOK UP FEE OF 20 EUR/UPLIFT MAY APPLY. 30 EUR MINIMUM UPLIFT FOR < 200 LTRS. 100 EUR NO FUEL FEE. 20 EUR OVERWING FEE. 100 EUR REMOTE APRON FEE MAY APPLY. OUT OF HOURS FEE APPLIES BETWEEN 5PM AND 7AM AND ON WEEKENDS. ",No
TKU,EFTU,FI,TURKU,FINNAVIA,3/3/2026,Corporate,3.970120,1,99999,5.337682,25 EUR HOOKUP FEE. 160 EUR OVERTIME FEE. 45 EUR CALLOUT FEE WHEN APPLICABLE. JET A WITH ADDITIVE INCURS HIGHER PRICE (AEROJET) ,No
VAA,EFVA,FI,VAASA,AIR BP,3/3/2026,Corporate,8.404120,1,99999,10.554523,"GENERAL AVIATION FLIGHTS.THIS PRICE IS EXCLUSIVE OF CURRENT DUTIES, FEES AND TAXES WHICH MAY BE CHANGED AT ANY TIME IN LINE WITH CHANGES BY AUTHORITIES, AIRPORT AUTHORITIES, ITP OR DEPOT OPERATORS. OUT OF HOURS FEE APPLIES BETWEEEN 5PM AND 7AM AND ON WEEKENDS.SAF COMPLIANCE PREMIUM FEE OF 48 USD/CM MAY APPLY

HOOKUP FEE 10 EUR/UPLIFT. MINIMUM UPLIFT LESS THAN 200 LTRS - 30 EUR/UPLIFT. NO FUEL FEE 100 EUR/UPLIFT. OVER-WING FEE 20 EUR/UPLIFT. REMOTE APRON FEE 100 EUR/UPLIFT. ",No
BFS,EGAA,GB,BELFAST,GLOBAL TREK AVIATION - AEGConnect,3/3/2026,Corporate,3.472430,1,99999,4.507268,INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. AEG DOES NOT OFFER VAT-EXEMPT FUEL FOR RESELLER CUSTOMERS AT UK LOCATIONS. ,No
BFS,EGAA,GB,BELFAST,JET ASSIST BUSINESS JET CENTRE,3/3/2026,Corporate,4.030995,1,99999,4.837194,INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. AEG DOES NOT OFFER VAT-EXEMPT FUEL FOR RESELLER CUSTOMERS AT UK LOCATIONS.42 GBP HOOKUP FEE ADDITIONAL. 100 GBP OUT OF HOURS FEE ON UPLIFTS BETWEEN 2200 & 600 (LOCAL BELFAST TIME) WHEN HANDLING IS NOT TAKEN WITH JET ASSIST.PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
BFS,EGAA,GB,BELFAST,SHELL AVIATION,3/2/2026,Corporate,2.930120,1,999999,4.130144,INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. AEG DOES NOT OFFER VAT-EXEMPT FUEL FOR RESELLER CUSTOMERS AT UK LOCATIONS. 49.27 GBP/LIFT for Uplifts less than 1200 L. ,No
BFS,EGAA,GB,BELFAST,VALERO VIA NORTH AIR UK,3/3/2026,Corporate,CALL,1,99999,CALL,"INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. AEG DOES NOT OFFER VAT-EXEMPT FUEL FOR RESELLER CUSTOMERS AT UK LOCATIONS. 49.27 GBP HOOK-UP FEE PER UPLIFT.

AVERAGE OF ARGUS RED SAF CIF NWE HIGH PRIOR WEEK PLUS SAF HANDLING PREMIUM 600.00 USD/M3 APPLICABLE TO 2% OF UPLIFTED VOLUME. ",Yes
BHD,EGAC,GB,BELFAST CITY,NORTH AIR UK,3/2/2026,Corporate,2.933216,1,26416,4.618017,INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. AEG DOES NOT OFFER VAT-EXEMPT FUEL FOR RESELLER CUSTOMERS AT UK LOCATIONS. ,No
LDY,EGAE,GB,LONDONDERRY,CITY OF DERRY AIRPORT AUTHORITY,3/3/2026,Corporate,4.773432,1,99999,5.728119,PRICING SUBJECT TO CHANGE AT ANY TIME. INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. AEG DOES NOT OFFER VAT-EXEMPT FUEL FOR RESELLER CUSTOMERS AT UK LOCATIONS. ,No
BHX,EGBB,GB,BIRMINGHAM,BLUE CITY AVIATION,3/3/2026,Corporate,3.538007,1,660,4.582893,20% VAT FOR DOMESTIC FLIGHTS APPLIES ,No
BHX,EGBB,GB,BIRMINGHAM,BLUE CITY AVIATION,3/3/2026,Corporate,3.538007,660,1320,4.429582,20% VAT FOR DOMESTIC FLIGHTS APPLIES ,No
BHX,EGBB,GB,BIRMINGHAM,BLUE CITY AVIATION,3/3/2026,Corporate,3.538007,1320,264171,4.368257,20% VAT FOR DOMESTIC FLIGHTS APPLIES ,No
BHX,EGBB,GB,BIRMINGHAM,SIGNATURE AVIATION.,3/3/2026,Corporate,4.047512,1,99999,4.857014,"INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. AEG DOES NOT OFFER VAT-EXEMPT FUEL FOR RESELLER CUSTOMERS AT UK LOCATIONS.

2025 SAF FEE MAY APPLY ",Yes
BHX,EGBB,GB,BIRMINGHAM,XLR JET CENTRE,3/3/2026,Corporate,3.552111,1,999999,4.616376,INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. ,No
CVT,EGBE,GB,COVENTRY,COVENTRY AIRPORT AUTHORITY,2/1/2026,Corporate,5.518938,1,99999,6.962087,HALF PRICE LANDING FEE FOR PRIVATE VISITORS WHEN UPLIFTING 100 LITRES OF JETA1. INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. AEG DOES NOT OFFER VAT-EXEMPT FUEL FOR RESELLER CUSTOMERS AT UK LOCATIONS. SUBJECT TO CHANGE AT ANY TIME. ,No
GBF,EGBF,GB,Bedfordshire,Bedford Aerodrome,12/31/2025,Corporate,CALL,1,99999,CALL,"72h notice needed. No bowser so cannot fuel at the airfield.
INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. ",No
GLO,EGBJ,GB,GLOUCESTER,FLIGHTPARTNER LTD,3/1/2026,Corporate,4.805152,1,99999,5.766182,INTERNAL/RESELLER FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. PRICE SUBJECT TO CHANGE AT ANY TIME WITHOUT PRIOR NOTICE. ,Yes
GLO,EGBJ,GB,GLOUCESTER,GLOUCESTERSHIRE AIRPORT (WESTON AVIATION),12/31/2025,Corporate,CALL,1,99999,CALL,INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. AEG DOES NOT OFFER VAT-EXEMPT FUEL FOR RESELLER CUSTOMERS AT UK LOCATIONS. ,No
ORM,EGBK,GB,AERODROME,SYWELL AERODROME,3/1/2026,Corporate,4.923760,1,99999,5.908512,INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. ,No
XVW,EGBO,GB,WOLVERHAMPTON,WOLVERHAMPTON HALFPENNY GREEN AIRPORT,3/1/2026,Corporate,5.639213,1,99999,6.767056,PRICING MAY CHANGE DAILY AND WITHOUT NOTICE.INTERNAL FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. AEG DOES NOT OFFER VAT-EXEMPT FUEL FOR RESELLER CUSTOMERS AT UK LOCATIONS. ,No
999,EGBP,GB,CIRENCESTER,KEMBLE AIR SERVICES LTD,3/1/2026,Corporate,4.719344,1,99999,5.663213,FSII ADDITIVE (F34) INCURS HIGHER PRICING.INTERNAL/RESELLER FLIGHTS INCUR DUTIES AND 20% VAT FOR UPLIFTS > 2300 LTRS AND 5% FOR < 2300 LTRS. PRICE IS SUBJECT TO CHANGE AT ANY TIME. ,No
